cds-AAC73112.1	1
cds-AAC73113.1	2
cds-AAC73114.1	0
cds-AAC73115.1	5
cds-AAC73116.1	2
cds-AAC73117.1	1
cds-AAC73118.1	0
cds-AAC73119.1	67
cds-AAC73120.1	2
cds-AAC73121.1	30
cds-AAC73122.1	2
cds-AAC73124.1	1
cds-AAC73125.1	345
cds-AAC73126.1	70
cds-AAC73127.1	60
cds-AAC73129.1	0
cds-AAC73130.1	9
cds-AAC73131.1	5
cds-AAC73132.1	0
cds-AAC73133.1	0
cds-AAC73134.1	60
cds-AAC73135.1	0
cds-AAC73136.1	7
cds-AAC73137.1	42
cds-AAC73138.1	15
cds-AAC73139.1	2
cds-AAC73140.1	18
cds-AAC73141.1	7
cds-AAC73142.1	7
cds-AAC73143.1	4
cds-AAC73144.1	14
cds-AAC73145.2	3
cds-AAC73146.2	1
cds-AAC73147.2	1
cds-AAC73148.2	5
cds-AAC73149.1	1
cds-AAC73150.1	12
cds-AAC73151.1	0
cds-AAC73152.2	0
cds-AAC73153.1	2
cds-AAC73154.1	0
cds-AAC73155.1	0
cds-AAC73156.1	1
cds-AAC73157.1	1
cds-AAC73158.1	2
cds-AAC73159.1	3
cds-AAC73160.1	10
cds-AAC73161.1	6
cds-AAC73162.1	8
cds-AAC73163.1	9
cds-AAC73164.1	11
cds-AAC73165.1	37
cds-AAC73166.1	3
cds-AAC73169.1	4
cds-AAC73170.1	14
cds-AAC73171.1	6
cds-AAC73172.1	1
cds-AAC73173.1	5
cds-AAC73174.1	1
cds-AAC73175.1	5
cds-AAC73176.1	6
cds-AAC73177.1	2
cds-AAC73178.1	0
cds-AAC73179.1	9
cds-AAC73180.1	0
cds-AAC73182.1	0
cds-AAC73183.1	2
cds-AAC73184.2	0
cds-AAC73185.1	2
cds-AAC73186.1	0
cds-AAC73187.2	2
cds-AAC73188.2	1
cds-AAC73189.1	0
cds-AAC73191.1	17
cds-AAC73192.1	38
cds-AAC73193.1	5
cds-AAC73194.1	2
cds-AAC73195.1	12
cds-AAC73196.1	10
cds-AAC73197.1	10
cds-AAC73198.1	6
cds-AAC73199.1	6
cds-AAC73200.1	7
cds-AAC73201.1	10
cds-AAC73202.1	5
cds-AAC73203.1	11
cds-AAC73204.1	1
cds-AAC73205.1	13
cds-AAC73206.1	10
cds-AAC73207.1	281
cds-AAC73208.2	17
cds-AAC73209.1	48
cds-AAC73210.1	2
cds-AAC73212.1	1
cds-AAC73213.1	2
cds-AAC73214.1	2
cds-AAC73215.1	29
cds-AAC73217.1	1
cds-AAC73218.1	5
cds-AAC73219.1	0
cds-AAC73220.1	8
cds-AAC73221.1	2
cds-AAC73222.1	2
cds-AAC73223.1	4
cds-AAC73224.1	43
cds-AAC73225.1	63
cds-AAC73226.1	70
cds-AAC73227.1	94
cds-AAC73228.1	2
cds-AAC73229.1	114
cds-AAC73230.2	4
cds-AAC73231.1	11
cds-AAC73232.1	8
cds-AAC73233.2	10
cds-AAC73234.1	8
cds-AAC73235.1	6
cds-AAC73236.2	43
cds-AAC73237.1	7
cds-AAC73238.1	5
cds-AAC73239.1	5
cds-AAC73240.1	6
cds-AAC73241.1	5
cds-AAC73242.1	11
cds-AAC73243.1	3
cds-AAC73244.1	12
cds-AAC73245.1	1
